"Name","Address","City_State_ZIP","ZIP","Number_of_Sites","Url","House.district","Senate.district","full_address","lat","long","County"
"Village Green MHC, LLC","3801 Lake Drive,","Pontoon Beach, IL",62040,"135","https://www.mhvillage.com/parks/10977","111","56","3801 Lake Drive, Pontoon Beach, IL 62040",38.72442,-90.075864,"Madison County"
"Windsor Village","4664 State Route 162,","Pontoon Beach, IL",62040,"110","https://www.mhvillage.com/parks/29408","111","56","4664 State Route 162, Pontoon Beach, IL 62040",38.7045408,-90.1037276,"Madison County"
"Edwards MHP","3113 W Chain Of Rocks Rd,","Granite City, IL",62040,"65","https://www.mhvillage.com/parks/57882","111","56","3113 W Chain Of Rocks Rd, Granite City, IL 62040",38.7621232,-90.1315263,"Madison County"
"66 Mobile Home Park","5445 Maryville Rd,","Granite City, IL",62040,"Not found","https://www.mhvillage.com/parks/57885","111","56","5445 Maryville Rd, Granite City, IL 62040",38.7453507,-90.1040176,"Madison County"
"Chain Of Rocks","3123 W Chain Of Rocks Rd,","Granite City, IL",62040,"Not found","https://www.mhvillage.com/parks/57884","111","56","3123 W Chain Of Rocks Rd, Granite City, IL 62040",38.7606049,-90.1080369,"Madison County"
"Park Towne West Mobile Home Park","1A Parktown Drive,","Granite City, IL",62040,"Not found","https://www.mhvillage.com/parks/10972","111","56","1A Parktown Drive, Granite City, IL 62040",38.70939,-90.1676399,"Madison County"
"Cottonwood Mobile Home Park","4140 Division Street,","Granite City, IL",62040,"Not found","https://www.mhvillage.com/parks/10965","111","56","4140 Division Street, Granite City, IL 62040",38.7128149,-90.1636645,"Madison County"
"Lakewind Estates","4734 Lake Dr,","Pontoon Beach, IL",62040,"Not found","https://www.mhvillage.com/parks/107124","111","56","4734 Lake Dr, Pontoon Beach, IL 62040",38.7465455,-90.0825289,"Madison County"
"Lakewind Estates","4734 Lake Dr,","Pontoon Beach, IL",62040,"Not found","https://www.mhvillage.com/parks/107126","111","56","4734 Lake Dr, Pontoon Beach, IL 62040",38.7465455,-90.0825289,"Madison County"
"Lazy D Mh Park","732 E Chain Of Rocks Rd,","Granite City, IL",62040,"Not found","https://www.mhvillage.com/parks/57881","111","56","732 E Chain Of Rocks Rd, Granite City, IL 62040",38.7621232,-90.1315263,"Madison County"
"Hartford Mobile Home Park","902 North Delmar Avenue,","Hartford, IL",62048,"Not found","https://www.mhvillage.com/parks/10978","111","56","902 North Delmar Avenue, Hartford, IL 62048",38.8410485,-90.0955431,"Madison County"
"Tri Lake Mobile Home Park","22747 Miller Lake Rd.,","Jerseyville, IL",62052,"42","https://www.mhvillage.com/parks/10664","100","50","22747 Miller Lake Rd., Jerseyville, IL 62052",39.107879,-90.3473171,"Jersey County"
"Kamper Kompanion Mobile Home Park","18388 East Frontage Road,","Litchfield, IL",62056,"Not found","https://www.mhvillage.com/parks/11099","108","54","18388 East Frontage Road, Litchfield, IL 62056",39.2748953,-89.6388219,"Montgomery County"
"Three Acre Court","115 E Main St,","Staunton, IL",62088,"Not found","https://www.mhvillage.com/parks/57685","108","54","115 E Main St, Staunton, IL 62088",39.0122223,-89.7869273,"Macoupin County"
"Belmont Mobile Home Park","5200 Collinsville Road,","East Saint Louis, IL",62201,"Not found","https://www.mhvillage.com/parks/11362","114","57","5200 Collinsville Road, East Saint Louis, IL 62201",38.6368675,-90.1349385,"Saint Clair County"
"Forum Mobile Home Park","5300 Collinsville Road,","East Saint Louis, IL",62201,"Not found","https://www.mhvillage.com/parks/11366","114","57","5300 Collinsville Road, East Saint Louis, IL 62201",38.6368675,-90.1349385,"Saint Clair County"
"Havahome Mobile Home Park","5100 Collinsville Road,","East Saint Louis, IL",62201,"Not found","https://www.mhvillage.com/parks/11367","114","57","5100 Collinsville Road, East Saint Louis, IL 62201",38.6368675,-90.1349385,"Saint Clair County"
"Shamrock Haven","3107 Kingshighway,","East Saint Louis, IL",62201,"Not found","https://www.mhvillage.com/parks/36210","114","57","3107 Kingshighway, East Saint Louis, IL 62201",38.6126532,-90.0928381,"Saint Clair County"
"Illinoi Mh Park","5598 Collinsville Rd,","East Saint Louis, IL",62201,"Not found","https://www.mhvillage.com/parks/57926","114","57","5598 Collinsville Rd, East Saint Louis, IL 62201",38.6368675,-90.1349385,"Saint Clair County"
"K & W","1105 North 79th Street,","East Saint Louis, IL",62203,"Not found","https://www.mhvillage.com/parks/11368","114","57","1105 North 79th Street, East Saint Louis, IL 62203",38.5977582,-90.0673785,"Saint Clair County"
"Park Manor Estates","1120 North 79th Street,","East Saint Louis, IL",62203,"Not found","https://www.mhvillage.com/parks/11374","113","57","1120 North 79th Street, East Saint Louis, IL 62203",38.605465,-90.064489,"Saint Clair County"
"Patricia Village","2900 Camp Jackson Rd,","Cahokia, IL",62206,"Not found","https://www.mhvillage.com/parks/58062","114","57","2900 Camp Jackson Rd, Cahokia, IL 62206",38.549685,-90.128756,"Saint Clair County"
"Daland Court","200 N 45th St,","Alorton, IL",62207,"Not found","https://www.mhvillage.com/parks/58128","114","57","200 N 45th St, Alorton, IL 62207",38.587317,-90.115376,"Saint Clair County"
"Arapaho Village","135 Arapaho Drive,","Belleville, IL",62220,"147","https://www.mhvillage.com/parks/11306","113","57","135 Arapaho Drive, Belleville, IL 62220",38.4985362,-90.0055335,"Saint Clair County"
"Sycamore Glen","Periwinkle  Circle,","Belleville, IL",62220,"Not found","https://www.mhvillage.com/parks/127582","113","57","Periwinkle  Circle, Belleville, IL 62220",38.4957014,-89.9654348,"Saint Clair County"
"Green Mount Station","1701 Mascoutah Ave,","Belleville, IL",62221,"96","https://www.mhvillage.com/parks/27863","113","57","1701 Mascoutah Ave, Belleville, IL 62221",38.504814,-89.957346,"Saint Clair County"
"Oak Park Estates","1200 West Blvd,","Belleville, IL",62221,"85","https://www.mhvillage.com/parks/11691","113","57","1200 West Blvd, Belleville, IL 62221",38.532004,-89.9596687,"Saint Clair County"
"Pine Lawn Mobile Home Estates","2414 East Main Street,","Belleville, IL",62221,"49","https://www.mhvillage.com/parks/11326","113","57","2414 East Main Street, Belleville, IL 62221",38.5222416,-89.9575411,"Saint Clair County"
"Cat & Fiddle Mobile Home Park","8301 Old Saint Louis Road,","Belleville, IL",62223,"Not found","https://www.mhvillage.com/parks/11308","113","57","8301 Old Saint Louis Road, Belleville, IL 62223",38.5494619,-90.0730462,"Saint Clair County"
"Sutter's Mobile Home Park","2805 South Belt West,","Belleville, IL",62223,"Not found","https://www.mhvillage.com/parks/11333","113","57","2805 South Belt West, Belleville, IL 62223",38.5264366,-90.0233828,"Saint Clair County"
"Dutch Hollow","2495 Royal Mine Road,","Belleville, IL",62226,"464","https://www.mhvillage.com/parks/11314","113","57","2495 Royal Mine Road, Belleville, IL 62226",38.5487776,-90.0044882,"Saint Clair County"
"Country Meadows Manufactured Home Community & RV","2211 North Illinois Street,","Swansea, IL",62226,"231","https://www.mhvillage.com/parks/11312","113","57","2211 North Illinois Street, Swansea, IL 62226",38.5371651,-89.9834804,"Saint Clair County"
"Pine Manor","1750 Roosevelt Ave,","Belleville, IL",62226,"Not found","https://www.mhvillage.com/parks/31719","113","57","1750 Roosevelt Ave, Belleville, IL 62226",38.5141697,-90.0120348,"Saint Clair County"
"M & M Mobile Manor","1401 N Illinois St,","Swansea, IL",62226,"Not found","https://www.mhvillage.com/parks/11320","113","57","1401 N Illinois St, Swansea, IL 62226",38.527642,-89.984305,"Saint Clair County"
"Shawn Mobile Home Park","3 Shawn Drive,","Swansea, IL",62226,"Not found","https://www.mhvillage.com/parks/11331","113","57","3 Shawn Drive, Swansea, IL 62226",38.5283201,-89.9950323,"Saint Clair County"
"Westview Mobile Home Park","3001 S Belt W,","Belleville, IL",62226,"Not found","https://www.mhvillage.com/parks/11338","113","57","3001 S Belt W, Belleville, IL 62226",38.5305299,-90.0281308,"Saint Clair County"
"Cleveland Mobile Home Park","4216 N Illinois St,","Swansea, IL",62226,"Not found","https://www.mhvillage.com/parks/57674","113","57","4216 N Illinois St, Swansea, IL 62226",38.5653092,-89.9846774,"Saint Clair County"
"Family Tree Park","3213 S Belt,","Belleville, IL",62226,"Not found","https://www.mhvillage.com/parks/107076","113","57","3213 S Belt, Belleville, IL 62226",38.5312396,-90.0284969,"Saint Clair County"
"Swansea MHP",",","Swansea, IL",62226,"Not found","https://www.mhvillage.com/parks/129240","113","57",", Swansea, IL 62226",38.5339392,-89.9889936,"Saint Clair County"
"Germains Mh Park","1330 N 17th St,","Swansea, IL",62226,"Not found","https://www.mhvillage.com/parks/57673","113","57","1330 N 17th St, Swansea, IL 62226",38.5324603,-90.001749,"Saint Clair County"
"VINUS, Inc. Mobile Home Park","1710 Ridge Street,","Carlyle, IL",62231,"35","https://www.mhvillage.com/parks/10295","110","55","1710 Ridge Street, Carlyle, IL 62231",38.6071319,-89.3796442,"Clinton County"
"Carlyle Mobile Home Park","410 Ridge,","Carlyle, IL",62231,"6","https://www.mhvillage.com/parks/10293","110","55","410 Ridge, Carlyle, IL 62231",38.607198,-89.3628134,"Clinton County"
"Quinns Mobile Home Park","110 6th St,","Carlyle, IL",62231,"Not found","https://www.mhvillage.com/parks/58037","110","55","110 6th St, Carlyle, IL 62231",38.6064303,-89.3649801,"Clinton County"
"S&W Mobile Home Park","1450 Fairfax St,","Carlyle, IL",62231,"Not found","https://www.mhvillage.com/parks/107210","110","55","1450 Fairfax St, Carlyle, IL 62231",38.6110685,-89.3761439,"Clinton County"
"Willow Woods Estates","1166 Hollywood Heights Road,","Caseyville, IL",62232,"41","https://www.mhvillage.com/parks/11347","112","56","1166 Hollywood Heights Road, Caseyville, IL 62232",38.6370332,-89.9881926,"Saint Clair County"
"Countryside Gardens","10 Susanne Court,","Caseyville, IL",62232,"Not found","https://www.mhvillage.com/parks/11344","112","56","10 Susanne Court, Caseyville, IL 62232",38.640365,-90.034095,"Saint Clair County"
"C & L Mobile Home Park","840 Hollywood Heights Rd,","Caseyville, IL",62232,"Not found","https://www.mhvillage.com/parks/58027","112","56","840 Hollywood Heights Rd, Caseyville, IL 62232",38.632716,-89.997254,"Saint Clair County"
"Chevy Chase Mobile Home Park","8649 Forest Boulevard,","Caseyville, IL",62232,"Not found","https://www.mhvillage.com/parks/11342","112","56","8649 Forest Boulevard, Caseyville, IL 62232",38.6367869,-90.0474741,"Saint Clair County"
"Highland Acres Village","Central St,","Chester, IL",62233,"90","https://www.mhvillage.com/parks/11178","115","58","Central St, Chester, IL 62233",37.925014,-89.829459,"Randolph County"
"Woodland Trails","82 Deer Chase,","Collinsville, IL",62234,"287","https://www.mhvillage.com/parks/65054","112","56","82 Deer Chase, Collinsville, IL 62234",38.6909476,-90.0042036,"Madison County"
"Mounds Mobile Home Park","8040 Collinsville Road,","Collinsville, IL",62234,"27","https://www.mhvillage.com/parks/29090","112","56","8040 Collinsville Road, Collinsville, IL 62234",38.6584734,-90.0552054,"Saint Clair County"
"Carriage Lane Mobile Home Park","104 East Woodcrest Drive,","Collinsville, IL",62234,"Not found","https://www.mhvillage.com/parks/10935","112","56","104 East Woodcrest Drive, Collinsville, IL 62234",38.6982438,-89.983789,"Madison County"
"Collinsville Mh Community","723 Vandalia St,","Collinsville, IL",62234,"Not found","https://www.mhvillage.com/parks/10936","112","56","723 Vandalia St, Collinsville, IL 62234",38.6781126,-89.9824071,"Madison County"
"Kesler Trailer Park","1226 Portland Ave,","Collinsville, IL",62234,"Not found","https://www.mhvillage.com/parks/57970","112","56","1226 Portland Ave, Collinsville, IL 62234",38.6841111,-89.9745562,"Madison County"
"Trailer City MHP","811 N Bluff Rd,","Collinsville, IL",62234,"Not found","https://www.mhvillage.com/parks/57965","112","56","811 N Bluff Rd, Collinsville, IL 62234",38.6873274,-90.0104494,"Madison County"
"Wagon Wheel","304 Meister St,","Collinsville, IL",62234,"Not found","https://www.mhvillage.com/parks/10933","112","56","304 Meister St, Collinsville, IL 62234",38.674273,-89.9759769,"Madison County"
"Westwood Mobile Home Park","216 West Woodcrest Drive,","Collinsville, IL",62234,"Not found","https://www.mhvillage.com/parks/10941","112","56","216 West Woodcrest Drive, Collinsville, IL 62234",38.698544,-89.9889838,"Madison County"
"Columbia Trailer Park","548 South Main Street,","Columbia, IL",62236,"Not found","https://www.mhvillage.com/parks/11090","115","58","548 South Main Street, Columbia, IL 62236",38.4408065,-90.1939303,"Monroe County"
"Briggs Mobile Home Park","112 Wallace Avenue,","Dupo, IL",62239,"14","https://www.mhvillage.com/parks/11349","114","57","112 Wallace Avenue, Dupo, IL 62239",38.514943,-90.2121698,"Saint Clair County"
"Kelling's Mobile Home Park","401 Kellings Farm Road,","East Carondelet, IL",62240,"19","https://www.mhvillage.com/parks/11359","114","57","401 Kellings Farm Road, East Carondelet, IL 62240",38.5355162,-90.2232445,"Saint Clair County"
"Deerfield Court Mobile Home Park","58 Deerfield Court,","Freeburg, IL",62243,"100","https://www.mhvillage.com/parks/11386","114","57","58 Deerfield Court, Freeburg, IL 62243",38.4411301,-89.9161548,"Saint Clair County"
"Cardinal Estates","S Walnut St,","Freeburg, IL",62243,"Not found","https://www.mhvillage.com/parks/11385","114","57","S Walnut St, Freeburg, IL 62243",38.4251985,-89.9159042,"Saint Clair County"
"Harris Mobile Home Court","1 N Walnut St,","Freeburg, IL",62243,"Not found","https://www.mhvillage.com/parks/11387","114","57","1 N Walnut St, Freeburg, IL 62243",38.426417,-89.916028,"Saint Clair County"
"Lackmann's Mobile Home Park","302 North Railroad Street,","Freeburg, IL",62243,"Not found","https://www.mhvillage.com/parks/11388","114","57","302 North Railroad Street, Freeburg, IL 62243",38.4295919,-89.9144113,"Saint Clair County"
"Lazy Acres","8231 Jefferson Rd,","Freeburg, IL",62243,"Not found","https://www.mhvillage.com/parks/11389","114","57","8231 Jefferson Rd, Freeburg, IL 62243",38.461138,-89.881862,"Saint Clair County"
"2 Creeks Community","1323 Gold Street,","Greenville, IL",62246,"100","https://www.mhvillage.com/parks/10155","109","55","1323 Gold Street, Greenville, IL 62246",38.8779086,-89.3949556,"Bond County"
"Cedar Park","Davis St,","Keyesport, IL",62253,"Not found","https://www.mhvillage.com/parks/107056","110","55","Davis St, Keyesport, IL 62253",38.737984,-89.274558,"Bond County"
"Marissa Mobile Estates","300 West Mill Street,","Marissa, IL",62257,"37","https://www.mhvillage.com/parks/11396","115","58","300 West Mill Street, Marissa, IL 62257",38.245713,-89.756681,"Saint Clair County"
"Holland Mobile Home Park","301 Mine Road,","Mascoutah, IL",62258,"34","https://www.mhvillage.com/parks/11402","114","57","301 Mine Road, Mascoutah, IL 62258",38.4878534,-89.7892604,"Saint Clair County"
"Mascoutah Acres","300 South Independence Street,","Mascoutah, IL",62258,"Not found","https://www.mhvillage.com/parks/11404","114","57","300 South Independence Street, Mascoutah, IL 62258",38.487499,-89.792398,"Saint Clair County"
"Mascoutah Manor","615 East South Street,","Mascoutah, IL",62258,"Not found","https://www.mhvillage.com/parks/36642","114","57","615 East South Street, Mascoutah, IL 62258",38.4891413,-89.7895741,"Saint Clair County"
"Cozy Acres","314 North Jefferson Street,","Millstadt, IL",62260,"Not found","https://www.mhvillage.com/parks/11407","114","57","314 North Jefferson Street, Millstadt, IL 62260",38.4641163,-90.0914825,"Saint Clair County"
"Heather Lynn Estates","98 White Oak Drive,","New Baden, IL",62265,"64","https://www.mhvillage.com/parks/52185","114","57","98 White Oak Drive, New Baden, IL 62265",38.5386125,-89.7103084,"Saint Clair County"
"Rensing Mobile Home Park","Rr 1,","New Baden, IL",62265,"Not found","https://www.mhvillage.com/parks/57782","109","55","Rr 1, New Baden, IL 62265",38.5349571,-89.7007595,"Clinton County"
"Lake Suzanne","301 North Main Street,","Shiloh, IL",62269,"103","https://www.mhvillage.com/parks/11412","113","57","301 North Main Street, Shiloh, IL 62269",38.566174,-89.894246,"Saint Clair County"
"Valley View Estates","100 Julius Dr.,","Shiloh, IL",62269,"233","https://www.mhvillage.com/parks/11690","113","57","100 Julius Dr., Shiloh, IL 62269",38.5693734,-89.8908513,"Saint Clair County"
"Crossroad Terrace East","1820 Crestview Drive,","O Fallon, IL",62269,"Not found","https://www.mhvillage.com/parks/11411","112","56","1820 Crestview Drive, O Fallon, IL 62269",38.5967083,-89.963072,"Saint Clair County"
"Washington Springs Estates","305 East Taylor Avenue,","Okawville, IL",62271,"Not found","https://www.mhvillage.com/parks/11526","109","55","305 East Taylor Avenue, Okawville, IL 62271",38.4298972,-89.5461731,"Washington County"
"Holders Mobile Home Park","Rr 1,","Pinckneyville, IL",62274,"40","https://www.mhvillage.com/parks/11164","115","58","Rr 1, Pinckneyville, IL 62274",38.0803286,-89.3820321,"Perry County"
"Evergreen Estates","111 New St,","Pinckneyville, IL",62274,"Not found","https://www.mhvillage.com/parks/107000","115","58","111 New St, Pinckneyville, IL 62274",38.0695456,-89.3799619,"Perry County"
